INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
40007119	4	0	7	119	帮贡令牌	1	使用后可以获得#Y800帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007120	4	0	7	120	500帮会通宝	1	使用后可以获得#Y500帮会通宝#l。	1	58051	1	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007121	4	0	7	121	1000帮会通宝	1	使用后可以获得#Y1000帮会通宝#l。	1	58051	1	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007122	4	0	7	122	玄凤元神精魄	45	"天命玄凤的生命精气凝聚而成，使用后可以获得#G5#l-#G15#l个玄凤元神。玄凤元神可用于召唤神兽：#Y天命玄凤#l，也可作为神兽天命玄凤的觉醒材料。#r#G达到75级并集齐100颗，可前往洛阳（154,108）天命玄凤处召唤此神兽。每位侠士仅可拥有1只天命玄凤。"	-1	53115	999	701002	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
40007123	4	0	7	123	玄凤元神宝箱	45	"限时购买宝箱，打开可随机获得#G3-5#l个玄凤元神。玄凤元神可用于召唤神兽：#Y天命玄凤#l，也可作为神兽天命玄凤的觉醒材料。#r#G达到75级并集齐100颗，可前往洛阳（154,108）天命玄凤处召唤此神兽。每位侠士仅可拥有1只天命玄凤。"	-1	53116	999	701002	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
40007124	4	0	7	124	2000帮会通宝	1	使用后可以获得#Y2000帮会通宝#l。	1	58051	1	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007125	4	0	7	125	2000帮贡	1	使用后可以获得#Y2000帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007126	4	0	7	126	3000帮贡	1	使用后可以获得#Y3000帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007127	4	0	7	127	4000帮贡	1	使用后可以获得#Y4000帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007128	4	0	7	128	5000帮贡	1	使用后可以获得#Y5000帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007129	4	0	7	129	一箱宝珠	1	使用之后可以获得#Y50颗宝珠#l。#r#G宝珠可用于在藏宝阁购买稀世宝物。	1	50053	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007130	4	0	7	130	礼物-荧光棒	1	专属主播送礼道具#r#G给对应主播赠送一个荧光棒，可增加1点守护值	1	59409	999	-1	1	-1	0	1	-1	-1	-1	1	1	0	0	-1	-1	8	-1	1	0
40007131	4	0	7	131	礼物-666	1	专属主播送礼道具#r#G给对应主播赠送一个666，可增加6点守护值	1	59401	999	-1	1	-1	0	1	-1	-1	-1	1	1	0	0	-1	-1	8	-1	1	0
40007132	4	0	7	132	礼物-红唇	1	专属主播送礼道具#r#G给对应主播赠送一个红唇，可增加12点守护值	1	59405	999	-1	1	-1	0	1	-1	-1	-1	1	1	0	0	-1	-1	8	-1	1	0
40007133	4	0	7	133	礼物-粉丝勋章	1	专属主播送礼道具#r#G给对应主播赠送一个粉丝勋章，可增加36点守护值	1	59404	999	-1	1	-1	0	1	-1	-1	-1	2	1	0	0	-1	-1	8	-1	1	0
40007134	4	0	7	134	礼物-呆呆牛	1	专属主播送礼道具#r#G给对应主播赠送一只呆呆牛，可增加66点守护值	1	59402	999	-1	1	-1	0	1	-1	-1	-1	2	1	0	0	-1	-1	8	-1	1	0
40007135	4	0	7	135	礼物-降龙十八掌	1	专属主播送礼道具#r#G给对应主播赠送一本降龙十八掌，可增加188点守护值	1	59408	999	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
40007136	4	0	7	136	礼物-跑车	1	专属主播送礼道具#r#G给对应主播赠送一辆跑车，可增加520点守护值	1	59407	999	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
40007137	4	0	7	137	礼物-飞机	1	专属主播送礼道具#r#G给对应主播赠送一架飞机，可增加888点守护值	1	59403	999	-1	1	-1	0	1	-1	-1	-1	4	1	0	0	-1	-1	8	-1	1	0
40007138	4	0	7	138	礼物-火箭	1	专属主播送礼道具#r#G给对应主播赠送一艘火箭，可增加1314点守护值	1	59406	999	-1	1	-1	0	1	-1	-1	-1	4	1	0	0	-1	-1	8	-1	1	0
40007139	4	0	7	139	380绑定元宝	1	使用之后可以获得#Y380绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007140	4	0	7	140	1880绑定元宝	1	使用之后可以获得#Y1880绑定元宝#l。	1	50491	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007141	4	0	7	141	3880绑定元宝	1	使用之后可以获得#Y3880绑定元宝#l。	1	50491	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007142	4	0	7	142	180绑定元宝	1	使用之后可以获得#Y180绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007143	4	0	7	143	680绑定元宝	1	使用之后可以获得#Y680绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007144	4	0	7	144	乔峰的经验礼盒	1	还剩#Y%s经验#l可供使用。#r所获经验不受服务器等级经验加成或衰减影响。	1	50377	1	701034	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
40007145	4	0	7	145	880绑定元宝	1	使用之后可以获得#Y880绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007146	4	0	7	146	沐汤赠礼	70	泡温泉时意外收获的礼物，打开会获得什么呢?	1	50002	999	701002	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	0
40007147	4	0	7	147	明汤赠礼	70	泡温泉时意外收获的礼物，打开会获得什么呢?	1	50003	999	701002	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	0
40007148	4	0	7	148	兰汤赠礼	70	泡温泉时意外收获的礼物，打开会获得什么呢?	1	50004	999	701002	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
40007149	4	0	7	149	华汤赠礼	70	泡温泉时意外收获的礼物，打开会获得什么呢?	1	50005	999	701002	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
40007150	4	0	7	150	玉汤赠礼	70	泡温泉时意外收获的礼物，打开会获得什么呢?	1	50006	999	701002	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
40007151	4	0	7	151	天命印记	1	使用后可获得#Y%s天命印记#l。#r#G可在天命阁中换购稀有道具。	1	58630	1	701020	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007152	4	0	7	152	木宝箱·金	70	家园祈愿得到的宝箱，打开可随机获得：#Y200万铜钱#l或#Y200绑定元宝#l。	1	50443	999	701002	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	0
40007153	4	0	7	153	木宝箱·兵	70	家园祈愿得到的宝箱，打开可随机获得：#Y五色神石x20#l或#Y新莽神符碎片x4#l。	1	50443	999	701002	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	0
40007154	4	0	7	154	木宝箱·兽	70	家园祈愿得到的宝箱，打开可随机获得：#Y洗炼丹x40#l或#Y根骨丹x10#l。	1	50443	999	701002	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	0
40007155	4	0	7	155	木宝箱·暗	70	家园祈愿得到的宝箱，打开可随机获得：#Y暗器修炼石x30#l或#Y忘无石x10#l。	1	50443	999	701002	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
40007156	4	0	7	156	木宝箱·英	70	家园祈愿得到的宝箱，打开可随机获得：#Y潜能果x10#l或#Y神秘钥匙x2#l。	1	50443	999	701002	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
40007157	4	0	7	157	木宝箱·武	70	家园祈愿得到的宝箱，打开可随机获得：#Y润魂石x6#l或#Y九天灵珀x2#l。	1	50443	999	701002	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
40007158	4	0	7	158	铜宝箱·金	70	家园祈愿得到的宝箱，打开可随机获得：#Y300万铜钱#l或#Y300绑定元宝#l。	1	50444	999	701002	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	0
40007159	4	0	7	159	铜宝箱·兵	70	家园祈愿得到的宝箱，打开可随机获得：#Y五色神石x30#l或#Y新莽神符碎片x6#l。	1	50444	999	701002	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	0
40007160	4	0	7	160	铜宝箱·兽	70	家园祈愿得到的宝箱，打开可随机获得：#Y洗炼丹x50#l或#Y根骨丹x20#l。	1	50444	999	701002	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	0
40007161	4	0	7	161	铜宝箱·暗	70	家园祈愿得到的宝箱，打开可随机获得：#Y暗器修炼石x35#l或#Y忘无石x20#l。	1	50444	999	701002	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
40007162	4	0	7	162	铜宝箱·英	70	家园祈愿得到的宝箱，打开可随机获得：#Y潜能果x15#l或#Y神秘钥匙x3#l。	1	50444	999	701002	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
40007163	4	0	7	163	铜宝箱·武	70	家园祈愿得到的宝箱，打开可随机获得：#Y润魂石x10#l或#Y九天灵珀x3#l。	1	50444	999	701002	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
40007164	4	0	7	164	铁宝箱·金	70	家园祈愿得到的宝箱，打开可随机获得：#Y400万铜钱#l、#Y300绑定元宝#l、或者#Y20宝珠#l。	1	50445	999	701002	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	0
40007165	4	0	7	165	铁宝箱·兵	70	家园祈愿得到的宝箱，打开可随机获得：#Y五色神石x40#l、#Y新莽神符碎片x6#l、或者#Y新莽神符x1#l。	1	50445	999	701002	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	0
40007166	4	0	7	166	铁宝箱·兽	70	家园祈愿得到的宝箱，打开可随机获得：#Y洗炼丹x60#l、#Y根骨丹x30#l、或者#Y聚灵宝箱x1#l。	1	50445	999	701002	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	0
40007167	4	0	7	167	铁宝箱·暗	70	家园祈愿得到的宝箱，打开可随机获得：#Y暗器修炼石x40#l、#Y忘无石x30#l、或者#Y千淬神玉x4#l。	1	50445	999	701002	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
40007168	4	0	7	168	铁宝箱·英	70	家园祈愿得到的宝箱，打开可随机获得：#Y潜能果x20#l、#Y神秘钥匙x4#l、或者#Y100百炼精华#l。	1	50445	999	701002	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
40007169	4	0	7	169	铁宝箱·武	70	家园祈愿得到的宝箱，打开可随机获得：#Y润魂石x15#l、#Y九天灵珀x3#l、或者#Y灵魂碎片·橙x8#l。	1	50445	999	701002	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
40007170	4	0	7	170	银宝箱·金	70	家园祈愿得到的宝箱，打开可随机获得：#Y500万铜钱#l、#Y400绑定元宝#l、或者#Y30宝珠#l。	1	50446	999	701002	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	0
40007171	4	0	7	171	银宝箱·兵	70	家园祈愿得到的宝箱，打开可随机获得：#Y五色神石x45#l、#Y新莽神符碎片x7#l、或者#Y新莽神符x2#l。	1	50446	999	701002	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	0
40007172	4	0	7	172	银宝箱·兽	70	家园祈愿得到的宝箱，打开可随机获得：#Y洗炼丹x70#l、#Y根骨丹x40#l、或者#Y聚灵宝箱x2#l。	1	50446	999	701002	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	0
40007173	4	0	7	173	银宝箱·暗	70	家园祈愿得到的宝箱，打开可随机获得：#Y暗器修炼石x50#l、#Y忘无石x40#l、或者#Y千淬神玉x5#l。	1	50446	999	701002	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
40007174	4	0	7	174	银宝箱·英	70	家园祈愿得到的宝箱，打开可随机获得：#Y潜能果x25#l、#Y神秘钥匙x4#l、或者#Y150百炼精华#l。	1	50446	999	701002	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
40007175	4	0	7	175	银宝箱·武	70	家园祈愿得到的宝箱，打开可随机获得：#Y润魂石x20#l、#Y九天灵珀x4#l、或者#Y灵魂碎片·橙x9#l。	1	50446	999	701002	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
40007176	4	0	7	176	金宝箱·金	70	家园祈愿得到的宝箱，打开可随机获得：#Y600万铜钱#l、#Y400绑定元宝#l、或者#Y40宝珠#l。	1	50447	999	701002	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	0
40007177	4	0	7	177	金宝箱·兵	70	家园祈愿得到的宝箱，打开可随机获得：#Y五色神石x50#l、#Y新莽神符碎片x8#l、或者#Y新莽神符x2#l。	1	50447	999	701002	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	0
40007178	4	0	7	178	金宝箱·兽	70	家园祈愿得到的宝箱，打开可随机获得：#Y洗炼丹x70#l、#Y根骨丹x45#l、或者#Y聚灵宝箱x3#l。	1	50447	999	701002	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	0
40007179	4	0	7	179	金宝箱·暗	70	家园祈愿得到的宝箱，打开可随机获得：#Y暗器修炼石x50#l、#Y忘无石x45#l、或者#Y千淬神玉x6#l。	1	50447	999	701002	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
40007180	4	0	7	180	金宝箱·英	70	家园祈愿得到的宝箱，打开可随机获得：#Y潜能果x30#l、#Y神秘钥匙x5#l、或者#Y200百炼精华#l。	1	50447	999	701002	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
40007181	4	0	7	181	金宝箱·武	70	家园祈愿得到的宝箱，打开可随机获得：#Y润魂石x25#l、#Y九天灵珀x5#l、或者#Y灵魂碎片·橙x10#l。	1	50447	999	701002	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
40007182	4	0	7	182	祈愿宝箱	70	家园祈愿得到的宝箱，打开可随机获得奖励。	1	50447	999	701002	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
#客户端展示																												
40007183	4	0	7	183	天命印记	1	使用后可获得少量天命印记，天命印记可在天命阁中换购稀有道具。#r#G通关时评分越高，可以获得的天命印记就越多。	1	58630	1	-1	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	0
40007184	4	0	7	184	天命印记	1	使用后可获得少量天命印记，天命印记可在天命阁中换购稀有道具。#r#G通关时评分越高，可以获得的天命印记就越多。	1	58630	1	-1	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
40007185	4	0	7	185	天命印记	1	使用后可获得一定数量天命印记，天命印记可在天命阁中换购稀有道具。#r#G通关时评分越高，可以获得的天命印记就越多。	1	58630	1	-1	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
40007186	4	0	7	186	天命印记	1	使用后可获得大量天命印记，天命印记可在天命阁中换购稀有道具。#r#G通关时评分越高，可以获得的天命印记就越多。	1	58630	1	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
40007187	4	0	7	187	基础图纸	1	制造家园#Y基础家具#l需要的图纸。	1	50448	1	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	-1	8	-1	1	0
40007188	4	0	7	188	普通图纸	1	制造家园#Y普通家具#l需要的图纸。	1	50448	1	-1	1	-1	0	1	-1	-1	-1	1	1	0	0	-1	-1	8	-1	1	0
40007189	4	0	7	189	中档图纸	1	制造家园#Y中档家具#l需要的图纸。	1	50448	1	-1	1	-1	0	1	-1	-1	-1	2	1	0	0	-1	-1	8	-1	1	0
40007190	4	0	7	190	高档图纸	1	制造家园#Y高档家具#l需要的图纸。	1	50448	1	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
40007191	4	0	7	191	家园图纸	1	制造家园#Y家具#l需要的图纸。	1	50448	1	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
40007192	4	0	7	192	龙元点数	1	可在洛阳#Y霄玉道人#l处兑换特殊龙元及全部紫色和橙色龙元。#r#G仅在神龙降世活动期间，商城限时出售龙元神珀，在使用龙元神珀时可获得。	1	50460	1	-1	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
40007193	4	0	7	193	龙元·烬	1	吞噬时可为其他龙元提供#Y200点#l经验。#r#G凝元过程中产生的龙元碎屑，不可进行装备，可被其他龙元吞噬为经验。	-1	60605	1	-1	1	-1	0	1	-1	-1	-1	4	1	0	0	-1	-1	8	-1	1	0
40007194	4	0	7	194	稀有橙色龙元	1	装备在龙纹上，可为龙纹增加#Y技能#l或#Y属性#l，能大幅提升龙纹的战斗能力。	-1	60626	1	-1	1	-1	0	1	-1	-1	-1	4	1	0	0	-1	-1	8	-1	1	0
#结婚礼盒补充																												
40007195	4	0	7	195	贺礼·万年福贵	38	使用后可获得结婚#G520天#l的纪念日奖励。#r#Y“万年福贵，爱情永固。”	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007196	4	0	7	196	贺礼·花开并蒂	38	使用后可获得结婚#G666天#l的纪念日奖励。#r#Y“同心同德，花开并蒂。”	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007197	4	0	7	197	贺礼·缘定三生	38	使用后可获得结婚#G888天#l的纪念日奖励。#r#Y“白首成约，缘定三生。”	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007198	4	0	7	198	贺礼·永浴爱河	38	使用后可获得结婚#G999天#l的纪念日奖励。#r#Y“情投意合，永浴爱河。”	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007199	4	0	7	199	2880绑定元宝	1	使用之后可以获得#Y2880绑定元宝#l。	1	50491	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007200	4	0	7	200	6880绑定元宝	1	使用之后可以获得#Y6880绑定元宝#l。	1	50492	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007201	4	0	7	201	8880绑定元宝	1	使用之后可以获得#Y8880绑定元宝#l。	1	50492	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007202	4	0	7	202	18880绑定元宝	1	使用之后可以获得#Y18880绑定元宝#l。	1	50493	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
#																												
40007203	4	0	7	203	298绑定元宝	1	使用之后可以获得#Y298绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007204	4	0	7	204	998绑定元宝	1	使用之后可以获得#Y998绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007205	4	0	7	205	1680绑定元宝	1	使用之后可以获得#Y1680绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007206	4	0	7	206	5绑定元宝	1	使用之后可以获得#Y5绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007209	4	0	7	209	230绑定元宝	1	使用之后可以获得#Y230绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007210	4	0	7	210	220绑定元宝	1	使用之后可以获得#Y220绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007211	4	0	7	211	210绑定元宝	1	使用之后可以获得#Y210绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007212	4	0	7	212	280绑定元宝	1	使用之后可以获得#Y280绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007213	4	0	7	213	270绑定元宝	1	使用之后可以获得#Y270绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007214	4	0	7	214	260绑定元宝	1	使用之后可以获得#Y260绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007215	4	0	7	215	380绑定元宝	1	使用之后可以获得#Y380绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007216	4	0	7	216	370绑定元宝	1	使用之后可以获得#Y370绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007217	4	0	7	217	360绑定元宝	1	使用之后可以获得#Y360绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
#40009801-40009899拍卖行套装宝箱																							-1	-1				
40009801	4	0	9	801	40级5星套装·盔	40	使用后可必定获得一件#G5星#l40级本门派套装头盔。	40000	50026	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	4000	8	-1	1	0
40009802	4	0	9	802	40级5星套装·甲	40	使用后可必定获得一件#G5星#l40级本门派套装衣服。	40000	50026	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	4000	8	-1	1	0
40009803	4	0	9	803	40级5星套装·靴	40	使用后可必定获得一件#G5星#l40级本门派套装鞋子。	40000	50026	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	4000	8	-1	1	0
40009804	4	0	9	804	40级5星套装·戒	40	使用后可必定获得一件#G5星#l40级本门派套装戒指。	40000	50026	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	4000	8	-1	1	0
40009805	4	0	9	805	40级5星套装·链	40	使用后可必定获得一件#G5星#l40级本门派套装项链。	40000	50026	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	4000	8	-1	1	0
40009806	4	0	9	806	40级5星套装·符	40	使用后可必定获得一件#G5星#l40级本门派套装护符。	40000	50026	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	4000	8	-1	1	0
40009807	4	0	9	807	40级5星套装·腕	40	使用后可必定获得一件#G5星#l40级本门派套装护腕。	40000	50026	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	4000	8	-1	1	0
40009808	4	0	9	808	40级5星套装·肩	40	使用后可必定获得一件#G5星#l40级本门派套装护肩。	40000	50026	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	4000	8	-1	1	0
40009809	4	0	9	809	50级5星套装·盔	50	使用后可必定获得一件#G5星#l50级本门派套装头盔。	50000	50027	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	5000	8	-1	1	0
40009810	4	0	9	810	50级5星套装·甲	50	使用后可必定获得一件#G5星#l50级本门派套装衣服。	50000	50027	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	5000	8	-1	1	0
40009811	4	0	9	811	50级5星套装·靴	50	使用后可必定获得一件#G5星#l50级本门派套装鞋子。	50000	50027	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	5000	8	-1	1	0
40009812	4	0	9	812	50级5星套装·戒	50	使用后可必定获得一件#G5星#l50级本门派套装戒指。	50000	50027	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	5000	8	-1	1	0
40009813	4	0	9	813	50级5星套装·链	50	使用后可必定获得一件#G5星#l50级本门派套装项链。	50000	50027	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	5000	8	-1	1	0
40009814	4	0	9	814	50级5星套装·符	50	使用后可必定获得一件#G5星#l50级本门派套装护符。	50000	50027	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	5000	8	-1	1	0
40009815	4	0	9	815	50级5星套装·腕	50	使用后可必定获得一件#G5星#l50级本门派套装护腕。	50000	50027	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	5000	8	-1	1	0
40009816	4	0	9	816	50级5星套装·肩	50	使用后可必定获得一件#G5星#l50级本门派套装护肩。	50000	50027	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	5000	8	-1	1	0
40009817	4	0	9	817	60级5星套装·盔	60	使用后可必定获得一件#G5星#l60级本门派套装头盔。	60000	50025	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	6000	8	-1	1	0
40009818	4	0	9	818	60级5星套装·甲	60	使用后可必定获得一件#G5星#l60级本门派套装衣服。	60000	50025	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	6000	8	-1	1	0
40009819	4	0	9	819	60级5星套装·靴	60	使用后可必定获得一件#G5星#l60级本门派套装鞋子。	60000	50025	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	6000	8	-1	1	0
40009820	4	0	9	820	60级5星套装·戒	60	使用后可必定获得一件#G5星#l60级本门派套装戒指。	60000	50025	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	6000	8	-1	1	0
40009821	4	0	9	821	60级5星套装·链	60	使用后可必定获得一件#G5星#l60级本门派套装项链。	60000	50025	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	6000	8	-1	1	0
40009822	4	0	9	822	60级5星套装·符	60	使用后可必定获得一件#G5星#l60级本门派套装护符。	60000	50025	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	6000	8	-1	1	0
40009823	4	0	9	823	60级5星套装·腕	60	使用后可必定获得一件#G5星#l60级本门派套装护腕。	60000	50025	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	6000	8	-1	1	0
40009824	4	0	9	824	60级5星套装·肩	60	使用后可必定获得一件#G5星#l60级本门派套装护肩。	60000	50025	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	6000	8	-1	1	0
40009825	4	0	9	825	70级5星套装·盔	70	使用后可必定获得一件#G5星#l70级本门派套装头盔。	70000	50024	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	7000	8	-1	1	0
