INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
20892	黑漆漆	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60085	1	1	-1	100	50	11908	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20893	黑漆漆	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60085	1	1	-1	100	50	11908	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20894	黑漆漆	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60085	1	1	-1	100	50	11908	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20895	黑漆漆	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60085	1	1	-1	100	50	11908	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20896	黑漆漆	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60085	1	1	-1	100	50	11908	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20897	黑漆漆	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60085	1	1	-1	100	50	11908	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20898	黑漆漆	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60085	1	1	-1	100	50	11908	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20899	黑漆漆	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60085	1	1	-1	100	50	11908	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20900	黑漆漆	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60085	1	1	-1	100	50	11908	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20901	亮晶晶	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60088	1	1	-1	100	50	11909	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20902	亮晶晶	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60088	1	1	-1	100	50	11909	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20903	亮晶晶	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60088	1	1	-1	100	50	11909	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20904	亮晶晶	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60088	1	1	-1	100	50	11909	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20905	亮晶晶	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60088	1	1	-1	100	50	11909	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20906	亮晶晶	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60088	1	1	-1	100	50	11909	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20907	亮晶晶	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60088	1	1	-1	100	50	11909	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20908	亮晶晶	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60088	1	1	-1	100	50	11909	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20909	亮晶晶	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60088	1	1	-1	100	50	11909	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20910	亮晶晶	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60088	1	1	-1	100	50	11909	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20911	东	1	70	132	0	-1	3	-1	8	20	1	0.1	1	0	9159	5636	9159	5636	187518	4500	0	0	7343	1049	196	196	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60078	1	1	-1	100	50	11214	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	1	0	0
20912	南	1	80	198	0	-1	3	-1	8	20	1	0.1	1	0	15439	9501	15439	9501	271716	6500	0	0	13972	1996	221	221	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60080	1	1	-1	100	50	11214	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	1	0	0
20913	西	1	90	314	0	-1	3	-1	8	20	1	0.1	1	0	20119	12381	20119	12381	383898	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60079	1	1	-1	100	50	11214	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	1	0	0
20914	北	1	100	503	0	-1	3	-1	8	20	1	0.1	1	0	26550	16339	26550	16339	492690	12000	0	0	23499	3357	271	271	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60081	1	1	-1	100	50	11214	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	5	0	0	0	4000	-1	0	10001	0	0	0	1	0	0
20915	趴在地上	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20916	趴在地上	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20917	趴在地上	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20918	趴在地上	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20919	趴在地上	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20920	趴在地上	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20921	趴在地上	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20922	趴在地上	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20923	趴在地上	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20924	趴在地上	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20925	登高望远	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20926	登高望远	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20927	登高望远	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20928	登高望远	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20929	登高望远	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20930	登高望远	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20931	登高望远	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20932	登高望远	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20933	登高望远	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20934	登高望远	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20935	超级大鳄鱼	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20936	超级大鳄鱼	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20937	超级大鳄鱼	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20938	超级大鳄鱼	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20939	超级大鳄鱼	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20940	超级大鳄鱼	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20941	超级大鳄鱼	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20942	超级大鳄鱼	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20943	超级大鳄鱼	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20944	超级大鳄鱼	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20945	超级小鳄鱼	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20030	1	1	-1	100	50	11905	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20946	超级小鳄鱼	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20030	1	1	-1	100	50	11905	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20947	超级小鳄鱼	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20030	1	1	-1	100	50	11905	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20948	超级小鳄鱼	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20030	1	1	-1	100	50	11905	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20949	超级小鳄鱼	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20030	1	1	-1	100	50	11905	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20950	超级小鳄鱼	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20030	1	1	-1	100	50	11905	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20951	超级小鳄鱼	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20030	1	1	-1	100	50	11905	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20952	超级小鳄鱼	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20030	1	1	-1	100	50	11905	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20953	超级小鳄鱼	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20030	1	1	-1	100	50	11905	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20954	超级小鳄鱼	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20030	1	1	-1	100	50	11905	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20955	超级北极熊	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20956	超级北极熊	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20957	超级北极熊	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20958	超级北极熊	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20959	超级北极熊	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20960	超级北极熊	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20961	超级北极熊	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20962	超级北极熊	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
